game,network,time,mediaindicator
Miami (FL) at Maryland,ABC,11/11/06 15:30,T
Kent St. at Virginia Tech,ESPNU,11/11/06 15:30,T
South Carolina at Florida,CBS HD,11/11/06 15:30,T
Notre Dame at Air Force,CSTV,11/11/06 16:00,T
Utah St. at Nevada,,11/11/06 16:00,W
New Mexico St. at Fresno St.,,11/11/06 17:00,W
TCU at New Mexico,The mtn.,11/11/06 17:30,T
Boise St. at San Jose St.,KTVB,11/11/06 18:00,T
UL-Monroe at FIU,ESPN Plus,11/11/06 19:00,T
Tennessee at Arkansas,ESPN2 HD,11/11/06 19:00,T
Duke at Boston College,ESPNU,11/11/06 19:00,T
Texas Tech at Oklahoma,FSN,11/11/06 19:00,T
Alabama at LSU,ESPN HD,11/11/06 19:45,T
Texas at Kansas St.,ABC HD,11/11/06 20:00,T
Wake Forest at Florida St.,ABC HD,11/11/06 20:00,T
UCF at Memphis,CSTV,11/11/06 20:00,T
UNLV at San Diego St.,The mtn.,11/11/06 21:00,T
Louisiana Tech at Hawai'i,Oceanic PPV,11/11/06 23:00,T
Ball St. at Toledo,ESPN2 HD,11/14/06 19:30,T
Miami (OH) at Bowling Green,ESPN2 HD,11/15/06 19:30,T
Akron at Ohio,ESPNU,11/16/06 19:30,T
West Virginia at Pittsburgh,ESPN HD,11/16/06 19:30,T
Eastern Michigan at Kent St.,,11/17/06 18:00,W
Central Michigan at Northern Illinois,ESPNU,11/17/06 20:00,T
Western Carolina at Florida,Sun Sports PPV,11/18/06 12:00,T
Connecticut at Syracuse,ESPN Plus,11/18/06 12:00,T
Oklahoma at Baylor,FSN HD,11/18/06 12:00,T
Maryland at Boston College,ESPN HD,11/18/06 12:00,T
Miami (FL) at Virginia,Raycom/LF Sports,11/18/06 12:00,T
NC State at North Carolina,Raycom/LF Sports,11/18/06 12:00,T
Illinois at Northwestern,ESPN360,11/18/06 12:00,W
Michigan St. at Penn St.,ESPN2 HD,11/18/06 12:00,T
Indiana at Purdue,ESPN Classic,11/18/06 12:00,T
Buffalo at Wisconsin,ESPNU,11/18/06 12:00,T
Iowa at Minnesota,ESPN Plus,11/18/06 12:00,T
Temple at Navy,CSTV,11/18/06 12:30,T
Tennessee at Vanderbilt,Lincoln Financial Sports,11/18/06 12:30,T
Middle Tennessee at South Carolina,CSS PPV,11/18/06 12:30,T
UCF at Tulane,,11/18/06 14:00,W
Western Michigan at Florida St.,ESPN360,11/18/06 14:00,W
Army at Notre Dame,NBC HD,11/18/06 14:30,T
Tulsa at SMU,,11/18/06 15:00,W
East Carolina at Rice,WITN,11/18/06 15:00,T
Utah St. at Boise St.,KTVB,11/18/06 15:00,T
Auburn at Alabama,CBS HD,11/18/06 15:30,T
Michigan at Ohio St.,ABC HD,11/18/06 15:30,T
Kansas St. at Kansas,FSN,11/18/06 15:30,T
San Diego St. at TCU,Versus,11/18/06 16:00,T
New Mexico at BYU,The mtn.,11/18/06 16:00,T
UTEP at Marshall,Time Warner-El Paso,11/18/06 16:30,T
Idaho at Fresno St.,,11/18/06 17:00,W
Arkansas St. at Troy,ESPN Plus,11/18/06 19:00,T
Virginia Tech at Wake Forest,ESPN2 HD,11/18/06 19:00,T
USF at Louisville,ESPNU,11/18/06 19:30,T
Utah at Air Force,The mtn.,11/18/06 19:30,T
Rutgers at Cincinnati,ESPN HD,11/18/06 19:45,T
UAB at Southern Miss,CSTV,11/18/06 20:00,T
Ole Miss at LSU,TigerVision PPV,11/18/06 20:00,T
Nevada at Louisiana Tech,KREN,11/18/06 20:00,T
San Jose St. at Hawai'i,Oceanic PPV,11/18/06 23:00,T
Bowling Green at Toledo,ESPN2 HD,11/21/06 19:00,T
Boston College at Miami (FL),ESPN HD,11/23/06 20:00,T
Northern Illinois at Eastern Michigan,Comcast Local,11/24/06 11:00,T
Ohio at Miami (OH),ESPNU,11/24/06 12:00,T
Kent St. at Central Michigan,,11/24/06 12:00,W
Texas A&M at Texas,ABC HD,11/24/06 12:00,T
Central Michigan at Buffalo,,11/24/06 13:00,W
LSU at Arkansas,CBS HD,11/24/06 14:30,T
Tulane at Tulsa,,11/24/06 15:00,W
Colorado at Nebraska,ABC HD,11/24/06 15:30,T
Western Michigan at Akron,ESPNU,11/24/06 15:30,T
Air Force at UNLV,The mtn.,11/24/06 19:00,T
Fresno St. at Louisiana Tech,ESPN2 HD,11/24/06 21:00,T
Kansas at Missouri,ABC,11/25/06 12:00,T
USF at West Virginia,ESPN2 HD,11/25/06 12:00,T
Cincinnati at Connecticut,ESPN Plus,11/25/06 12:00,T
Syracuse at Rutgers,ESPNU,11/25/06 12:00,T
Florida at Florida St.,ABC,11/25/06 12:00,T
South Carolina at Clemson,ESPN HD,11/25/06 12:00,T
Virginia at Virginia Tech,Raycom/LF Sports,11/25/06 12:00,T
Duke at N. Carolina,ESPN360,11/25/06 12:00,W
UAB at UCF,CSS,11/25/06 12:00,T
Kentucky at Tennessee,Lincoln Financial Sports,11/25/06 12:30,T
Oklahoma at Oklahoma St.,FSN HD,11/25/06 14:30,T
SMU at Rice,,11/25/06 15:00,W
New Mexico St. at Utah St.,AggieVision,11/25/06 15:00,T
Troy at Middle Tennessee,ESPN Plus,11/25/06 15:30,T
Georgia Tech at Georgia,CBS HD,11/25/06 15:30,T
BYU at Utah,The mtn.,11/25/06 15:30,T
Louisville at Pittsburgh,ESPN HD,11/25/06 15:30,T
Boise St. at Nevada,ESPN2 HD,11/25/06 16:15,T
San Jose St. at Idaho,,11/25/06 17:00,W
FIU vs. FAU<br>(at Miami FL),ESPN Plus,11/25/06 19:00,T
TCU at Colorado St.,The mtn.,11/25/06 19:00,T
East Carolina at NC State,ESPNU,11/25/06 19:00,T
Marshall at Southern Miss,CSTV,11/25/06 19:30,T
Wake Forest at Maryland,ESPN HD,11/25/06 19:45,T
Memphis at UTEP,Time Warner-El Paso,11/25/06 21:00,T
Purdue at Hawai'i,Oceanic PPV,11/25/06 23:00,T
MAC Championship<br>Central Michigan at Ohio<br>(at Detroit MI),ESPN HD,11/30/06 19:30,T
Conference USA Championship<br>Southern Miss at Houston,ESPN2 HD,12/1/06 20:00,T
Connecticut at Louisville,ESPN HD,12/2/06 12:00,T
ACC Championship<br>Georgia Tech vs. Wake Forest<br>(at Jacksonville FL),ABC HD,12/2/06 13:00,T
Louisiana Tech at New Mexico St.,,12/2/06 15:00,W
Air Force at TCU,CSTV,12/2/06 15:30,T
Fresno St. at San Jose St.,KFRE<br>CSN West,12/2/06 16:00,T
SEC Championship<br>Florida vs. Arkansas<br>(at Atlanta GA),CBS HD,12/2/06 18:00,T
Troy at FIU,CSS,12/2/06 19:00,T
Rutgers at West Virginia,ESPN HD,12/2/06 19:45,T
Big 12 Championship<br>Nebraska vs. Oklahoma<br>(at Kansas City MO),ABC HD,12/2/06 20:00,T
Colorado St. at San Diego St.,The mtn.,12/2/06 20:00,T
Oregon St. at Hawai'i,ESPN,12/2/06 23:59,T
